in_chans,out_chans,kernel_h,kernel_w,input_h,input_w,stride_h,stride_w,padding_h,padding_w,groups,output_h,output_w,dilation_h,dilation_w
3,64,11,11,224,224,4,4,2,2,1,55,55,1,1
64,192,5,5,27,27,1,1,2,2,1,27,27,1,1
192,384,3,3,13,13,1,1,1,1,1,13,13,1,1
384,256,3,3,13,13,1,1,1,1,1,13,13,1,1
256,256,3,3,13,13,1,1,1,1,1,13,13,1,1
